"","Genus","Kingdom","Phylum","Class","Order","Family","Species","OTU","guid","mbNumber","taxonomicLevel","trophicMode","guild","confidenceRanking","growthForm","trait","notes","citationSource"
"749","Halokirschsteiniothelia","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mytilinidiales","f__Mytilinidiales_fam_Incertae_sedis","s__Halokirschsteiniothelia_maritima","0a1fb546184638fab896d0c14d5f1338",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"750","Halokirschsteiniothelia","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mytilinidiales","f__Mytilinidiales_fam_Incertae_sedis","s__Halokirschsteiniothelia_maritima","63edee7e0fe93b0e9a9b598d510ffb6d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"751","Halokirschsteiniothelia","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mytilinidiales","f__Mytilinidiales_fam_Incertae_sedis","s__Halokirschsteiniothelia_maritima","27d435e42e710d2182250cf08c5825f5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"752","Halokirschsteiniothelia","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mytilinidiales","f__Mytilinidiales_fam_Incertae_sedis","s__Halokirschsteiniothelia_maritima","4062f8276863587f620b04ace1498e44",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"753","Halokirschsteiniothelia","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mytilinidiales","f__Mytilinidiales_fam_Incertae_sedis","s__Halokirschsteiniothelia_maritima","2a250fca5dd7158f655605798d010466",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"754","Halokirschsteiniothelia","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mytilinidiales","f__Mytilinidiales_fam_Incertae_sedis","s__Halokirschsteiniothelia_maritima","d1852b6f62de92071dbc615263877cfa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"755","Halokirschsteiniothelia","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mytilinidiales","f__Mytilinidiales_fam_Incertae_sedis","s__Halokirschsteiniothelia_maritima","8dcaa4dd1c6c754e59c7e92a38bc7ec8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"756","Halokirschsteiniothelia","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mytilinidiales","f__Mytilinidiales_fam_Incertae_sedis","s__Halokirschsteiniothelia_maritima","af58dd1c5da027be030a999e346037e7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"757","Hebeloma","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Hymenogastraceae",NA,"9c651f27f441cb7722efe7a34e644315","1CB18C6C-36B9-11D5-9548-00D0592D548C","17723","Genus","Symbiotroph","Ectomycorrhizal","Highly Probable","Agaricoid","NULL","NULL","Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))"
"758","Hebeloma","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Hymenogastraceae",NA,"e5a7270f95c70270d9aa90aa151e1156","1CB18C6C-36B9-11D5-9548-00D0592D548C","17723","Genus","Symbiotroph","Ectomycorrhizal","Highly Probable","Agaricoid","NULL","NULL","Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))"
"759","Hebeloma","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Hymenogastraceae",NA,"f52e77b6a60cd123c484a6154cf922ba","1CB18C6C-36B9-11D5-9548-00D0592D548C","17723","Genus","Symbiotroph","Ectomycorrhizal","Highly Probable","Agaricoid","NULL","NULL","Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))"
"760","Hebeloma","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Hymenogastraceae",NA,"c749018ba7ee07fa297c48c2f8a08ca8","1CB18C6C-36B9-11D5-9548-00D0592D548C","17723","Genus","Symbiotroph","Ectomycorrhizal","Highly Probable","Agaricoid","NULL","NULL","Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))"
"761","Hebeloma","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Hymenogastraceae",NA,"c001ebeeb39986c51ef5d6559fa6d859","1CB18C6C-36B9-11D5-9548-00D0592D548C","17723","Genus","Symbiotroph","Ectomycorrhizal","Highly Probable","Agaricoid","NULL","NULL","Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))"
"762","Hemibeltrania","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Beltraniaceae","s__unidentified","6fa4e1e4213ba8f030def245d26c4b71","1CB1C7AB-36B9-11D5-9548-00D0592D548C","8498","Genus","Saprotroph","Saprotroph","Probable","NULL","NULL","NULL","Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
"763","Heterocephalacria","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Filobasidiales","f__Filobasidiaceae","s__unidentified","0f552be1eaba10f144a5e46e8b992c99",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"764","Heterocephalacria","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Filobasidiales","f__Filobasidiaceae","s__unidentified","36fc097ac22548aeee4b18e0e0a84728",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"765","Heterocephalacria","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Filobasidiales","f__Filobasidiaceae","s__unidentified","9149967c2e498fea444b0cc83eac9b7b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"766","Hyalopeziza","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Hyaloscyphaceae","s__Hyalopeziza_pygmaea","d843f156d1aa01e19fe6c7ef72f670d2","1CB18D7F-36B9-11D5-9548-00D0592D548C","2390","Genus","Pathotroph-Saprotroph","Saprotroph","Possible","Microfungus","NULL","NULL","Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net))"
"767","Hyaloscypha","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Hyaloscyphaceae","s__Hyaloscypha_albohyalina_var._spiralis","2a44205e25748ce82a0505c24ce4cc68","1CB1C7D4-36B9-11D5-9548-00D0592D548C","2392","Genus","Saprotroph","Saprotroph","Probable","NULL","NULL","NULL","Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
"768","Hyaloscypha","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Hyaloscyphaceae","s__Hyaloscypha_albohyalina_var._spiralis","1a2978de2c07d835438808364ddf66bf","1CB1C7D4-36B9-11D5-9548-00D0592D548C","2392","Genus","Saprotroph","Saprotroph","Probable","NULL","NULL","NULL","Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
"769","Hyaloscypha","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Hyaloscyphaceae","s__Hyaloscypha_albohyalina_var._spiralis","4963b554bd17887eb4a5293355382148","1CB1C7D4-36B9-11D5-9548-00D0592D548C","2392","Genus","Saprotroph","Saprotroph","Probable","NULL","NULL","NULL","Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
"770","Hydnum","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Cantharellales","f__Hydnaceae",NA,"eb80881667035b7421d5b85880180ce5","1CB18D94-36B9-11D5-9548-00D0592D548C","17797","Genus","Symbiotroph","Ectomycorrhizal","Highly Probable","Hydnoid","NULL","NULL","Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))"
"771","Hygrocybe","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Hygrophoraceae",NA,"852e79581fd389bafcec36358b9e8645",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"772","Hygrocybe","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Hygrophoraceae",NA,"b331eac75a656beb3d8d25573083d91e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"773","Hygrocybe","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Hygrophoraceae",NA,"7e8afaaafd875a2a3dde5e5753715790",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"774","Hygrocybe","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Hygrophoraceae",NA,"91ff900914c942b1853f42d2e62810b2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"775","Hygrocybe","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Hygrophoraceae",NA,"714d986a0d782607f83acc064e5f3eba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"776","Hygrocybe","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Hygrophoraceae",NA,"e07cfca0ce2ad8430c59a882f89267aa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"777","Hygrophorus","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Hygrophoraceae","s__Hygrophorus_fuligineus","f7861b27f370cad7ea629166858c9c57","1CB18DBB-36B9-11D5-9548-00D0592D548C","17810","Genus","Symbiotroph","Ectomycorrhizal","Highly Probable","Agaricoid","NULL","NULL","Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))"
"778","Hygrophorus","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Hygrophoraceae","s__Hygrophorus_fuligineus","885eccdf41c5b3abd3acdd1e909ce361","1CB18DBB-36B9-11D5-9548-00D0592D548C","17810","Genus","Symbiotroph","Ectomycorrhizal","Highly Probable","Agaricoid","NULL","NULL","Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))"
"779","Hygrophorus","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Hygrophoraceae","s__Hygrophorus_fuligineus","d757a234639f3a2acb5f206b3f0d0831","1CB18DBB-36B9-11D5-9548-00D0592D548C","17810","Genus","Symbiotroph","Ectomycorrhizal","Highly Probable","Agaricoid","NULL","NULL","Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))"
"780","Hygrophorus","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Hygrophoraceae","s__Hygrophorus_fuligineus","376481496a16ab6e6d4ba6bc46f5f6af","1CB18DBB-36B9-11D5-9548-00D0592D548C","17810","Genus","Symbiotroph","Ectomycorrhizal","Highly Probable","Agaricoid","NULL","NULL","Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))"
"781","Hygrophorus","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Hygrophoraceae",NA,"5980525a289d7eb8c6678340812551d0","1CB18DBB-36B9-11D5-9548-00D0592D548C","17810","Genus","Symbiotroph","Ectomycorrhizal","Highly Probable","Agaricoid","NULL","NULL","Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))"
"782","Hygrophorus","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Hygrophoraceae","s__Hygrophorus_fuligineus","92a9746813e38848ebd95b6b15113327","1CB18DBB-36B9-11D5-9548-00D0592D548C","17810","Genus","Symbiotroph","Ectomycorrhizal","Highly Probable","Agaricoid","NULL","NULL","Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))"
"783","Hygrophorus","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Hygrophoraceae","s__Hygrophorus_fuligineus","4d0cdc6e8ce8f536a972444a1125cfd4","1CB18DBB-36B9-11D5-9548-00D0592D548C","17810","Genus","Symbiotroph","Ectomycorrhizal","Highly Probable","Agaricoid","NULL","NULL","Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))"
"784","Hymenoscyphus","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Helotiaceae","s__unidentified","332ed047d650b3d9a2bb1faa8af19f67","1CB18E15-36B9-11D5-9548-00D0592D548C","2418","Genus","Pathotroph-Saprotroph-Symbiotroph","Ectomycorrhizal","Possible","Microfungus","NULL","Dark Septate Microfungus; Syn. Pezoloma among other (see e.g., Pezoloma ericae)","Baral HO, Krieglsteiner L. 2006. Acta Mycologica 41:11-20 ((https://doi.org/10.5586/am.2006.003)) (as a bryophyte parasite); Huhtinen S, et al. 2010. Nova Hedwigia 90:413-431 ((https://doi.org/10.1127/0029-5035/2010/0090-0413)); Bent E, et al. 2011. Applied and Environmental Microbiology 77:3351-3359 ((https://doi.org/10.1128/AEM.02575-10)) (as ectomycorrhizae); Tedersoo L, et al. 2014. Science 346:1256688 ((https://doi.org/10.1126/science.1256688)) (as saprotroph)"
"785","Hymenoscyphus","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Helotiaceae","s__unidentified","f35f85e102c58b348e7540e0ad225323","1CB18E15-36B9-11D5-9548-00D0592D548C","2418","Genus","Pathotroph-Saprotroph-Symbiotroph","Ectomycorrhizal","Possible","Microfungus","NULL","Dark Septate Microfungus; Syn. Pezoloma among other (see e.g., Pezoloma ericae)","Baral HO, Krieglsteiner L. 2006. Acta Mycologica 41:11-20 ((https://doi.org/10.5586/am.2006.003)) (as a bryophyte parasite); Huhtinen S, et al. 2010. Nova Hedwigia 90:413-431 ((https://doi.org/10.1127/0029-5035/2010/0090-0413)); Bent E, et al. 2011. Applied and Environmental Microbiology 77:3351-3359 ((https://doi.org/10.1128/AEM.02575-10)) (as ectomycorrhizae); Tedersoo L, et al. 2014. Science 346:1256688 ((https://doi.org/10.1126/science.1256688)) (as saprotroph)"
"786","Hymenoscyphus","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Helotiaceae","s__unidentified","4fd428dbfc148d6a90b4d2946ea6b6ee","1CB18E15-36B9-11D5-9548-00D0592D548C","2418","Genus","Pathotroph-Saprotroph-Symbiotroph","Ectomycorrhizal","Possible","Microfungus","NULL","Dark Septate Microfungus; Syn. Pezoloma among other (see e.g., Pezoloma ericae)","Baral HO, Krieglsteiner L. 2006. Acta Mycologica 41:11-20 ((https://doi.org/10.5586/am.2006.003)) (as a bryophyte parasite); Huhtinen S, et al. 2010. Nova Hedwigia 90:413-431 ((https://doi.org/10.1127/0029-5035/2010/0090-0413)); Bent E, et al. 2011. Applied and Environmental Microbiology 77:3351-3359 ((https://doi.org/10.1128/AEM.02575-10)) (as ectomycorrhizae); Tedersoo L, et al. 2014. Science 346:1256688 ((https://doi.org/10.1126/science.1256688)) (as saprotroph)"
"787","Hymenoscyphus","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Helotiaceae","s__unidentified","d83399909273cf68a8130606a22d9cd6","1CB18E15-36B9-11D5-9548-00D0592D548C","2418","Genus","Pathotroph-Saprotroph-Symbiotroph","Ectomycorrhizal","Possible","Microfungus","NULL","Dark Septate Microfungus; Syn. Pezoloma among other (see e.g., Pezoloma ericae)","Baral HO, Krieglsteiner L. 2006. Acta Mycologica 41:11-20 ((https://doi.org/10.5586/am.2006.003)) (as a bryophyte parasite); Huhtinen S, et al. 2010. Nova Hedwigia 90:413-431 ((https://doi.org/10.1127/0029-5035/2010/0090-0413)); Bent E, et al. 2011. Applied and Environmental Microbiology 77:3351-3359 ((https://doi.org/10.1128/AEM.02575-10)) (as ectomycorrhizae); Tedersoo L, et al. 2014. Science 346:1256688 ((https://doi.org/10.1126/science.1256688)) (as saprotroph)"
"788","Hymenoscyphus","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Helotiaceae","s__unidentified","ccb2b297978739ced2303204748e147c","1CB18E15-36B9-11D5-9548-00D0592D548C","2418","Genus","Pathotroph-Saprotroph-Symbiotroph","Ectomycorrhizal","Possible","Microfungus","NULL","Dark Septate Microfungus; Syn. Pezoloma among other (see e.g., Pezoloma ericae)","Baral HO, Krieglsteiner L. 2006. Acta Mycologica 41:11-20 ((https://doi.org/10.5586/am.2006.003)) (as a bryophyte parasite); Huhtinen S, et al. 2010. Nova Hedwigia 90:413-431 ((https://doi.org/10.1127/0029-5035/2010/0090-0413)); Bent E, et al. 2011. Applied and Environmental Microbiology 77:3351-3359 ((https://doi.org/10.1128/AEM.02575-10)) (as ectomycorrhizae); Tedersoo L, et al. 2014. Science 346:1256688 ((https://doi.org/10.1126/science.1256688)) (as saprotroph)"
"789","Hymenoscyphus","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Helotiaceae","s__unidentified","9b06f8ffa165b8231efe6d6ec15b5733","1CB18E15-36B9-11D5-9548-00D0592D548C","2418","Genus","Pathotroph-Saprotroph-Symbiotroph","Ectomycorrhizal","Possible","Microfungus","NULL","Dark Septate Microfungus; Syn. Pezoloma among other (see e.g., Pezoloma ericae)","Baral HO, Krieglsteiner L. 2006. Acta Mycologica 41:11-20 ((https://doi.org/10.5586/am.2006.003)) (as a bryophyte parasite); Huhtinen S, et al. 2010. Nova Hedwigia 90:413-431 ((https://doi.org/10.1127/0029-5035/2010/0090-0413)); Bent E, et al. 2011. Applied and Environmental Microbiology 77:3351-3359 ((https://doi.org/10.1128/AEM.02575-10)) (as ectomycorrhizae); Tedersoo L, et al. 2014. Science 346:1256688 ((https://doi.org/10.1126/science.1256688)) (as saprotroph)"
"790","Hymenoscyphus","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Helotiaceae","s__unidentified","2667fdcc604d0e09355dc82338c7eff0","1CB18E15-36B9-11D5-9548-00D0592D548C","2418","Genus","Pathotroph-Saprotroph-Symbiotroph","Ectomycorrhizal","Possible","Microfungus","NULL","Dark Septate Microfungus; Syn. Pezoloma among other (see e.g., Pezoloma ericae)","Baral HO, Krieglsteiner L. 2006. Acta Mycologica 41:11-20 ((https://doi.org/10.5586/am.2006.003)) (as a bryophyte parasite); Huhtinen S, et al. 2010. Nova Hedwigia 90:413-431 ((https://doi.org/10.1127/0029-5035/2010/0090-0413)); Bent E, et al. 2011. Applied and Environmental Microbiology 77:3351-3359 ((https://doi.org/10.1128/AEM.02575-10)) (as ectomycorrhizae); Tedersoo L, et al. 2014. Science 346:1256688 ((https://doi.org/10.1126/science.1256688)) (as saprotroph)"
"791","Hymenoscyphus","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Helotiaceae","s__unidentified","008df89c6de9c787a67d7e55280ee53c","1CB18E15-36B9-11D5-9548-00D0592D548C","2418","Genus","Pathotroph-Saprotroph-Symbiotroph","Ectomycorrhizal","Possible","Microfungus","NULL","Dark Septate Microfungus; Syn. Pezoloma among other (see e.g., Pezoloma ericae)","Baral HO, Krieglsteiner L. 2006. Acta Mycologica 41:11-20 ((https://doi.org/10.5586/am.2006.003)) (as a bryophyte parasite); Huhtinen S, et al. 2010. Nova Hedwigia 90:413-431 ((https://doi.org/10.1127/0029-5035/2010/0090-0413)); Bent E, et al. 2011. Applied and Environmental Microbiology 77:3351-3359 ((https://doi.org/10.1128/AEM.02575-10)) (as ectomycorrhizae); Tedersoo L, et al. 2014. Science 346:1256688 ((https://doi.org/10.1126/science.1256688)) (as saprotroph)"
"792","Hymenoscyphus","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Helotiaceae","s__unidentified","4bf7a94e3750f2710e99427ab207390a","1CB18E15-36B9-11D5-9548-00D0592D548C","2418","Genus","Pathotroph-Saprotroph-Symbiotroph","Ectomycorrhizal","Possible","Microfungus","NULL","Dark Septate Microfungus; Syn. Pezoloma among other (see e.g., Pezoloma ericae)","Baral HO, Krieglsteiner L. 2006. Acta Mycologica 41:11-20 ((https://doi.org/10.5586/am.2006.003)) (as a bryophyte parasite); Huhtinen S, et al. 2010. Nova Hedwigia 90:413-431 ((https://doi.org/10.1127/0029-5035/2010/0090-0413)); Bent E, et al. 2011. Applied and Environmental Microbiology 77:3351-3359 ((https://doi.org/10.1128/AEM.02575-10)) (as ectomycorrhizae); Tedersoo L, et al. 2014. Science 346:1256688 ((https://doi.org/10.1126/science.1256688)) (as saprotroph)"
"793","Hymenoscyphus","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Helotiaceae","s__unidentified","b25bd5fa25d78c68a893f0a96065e62a","1CB18E15-36B9-11D5-9548-00D0592D548C","2418","Genus","Pathotroph-Saprotroph-Symbiotroph","Ectomycorrhizal","Possible","Microfungus","NULL","Dark Septate Microfungus; Syn. Pezoloma among other (see e.g., Pezoloma ericae)","Baral HO, Krieglsteiner L. 2006. Acta Mycologica 41:11-20 ((https://doi.org/10.5586/am.2006.003)) (as a bryophyte parasite); Huhtinen S, et al. 2010. Nova Hedwigia 90:413-431 ((https://doi.org/10.1127/0029-5035/2010/0090-0413)); Bent E, et al. 2011. Applied and Environmental Microbiology 77:3351-3359 ((https://doi.org/10.1128/AEM.02575-10)) (as ectomycorrhizae); Tedersoo L, et al. 2014. Science 346:1256688 ((https://doi.org/10.1126/science.1256688)) (as saprotroph)"
