"","Genus","Kingdom","Phylum","Class","Order","Family","Species","OTU","guid","mbNumber","taxonomicLevel","trophicMode","guild","confidenceRanking","growthForm","trait","notes","citationSource"
"1459","Umbelopsis","k__Fungi","p__Mucoromycota","c__Umbelopsidomycetes","o__Umbelopsidales","f__Umbelopsidaceae",NA,"3cd26bcf2a4dc62eb51c4583e06c71b8","2B604A35-E9B9-42DA-8EAA-A7A0562937D7","10350","Genus","Saprotroph","Saprotroph","Probable","NULL","NULL","NULL","Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
"1460","Umbelopsis","k__Fungi","p__Mucoromycota","c__Umbelopsidomycetes","o__Umbelopsidales","f__Umbelopsidaceae",NA,"76e856f695530723470658ff6bc1afaa","2B604A35-E9B9-42DA-8EAA-A7A0562937D7","10350","Genus","Saprotroph","Saprotroph","Probable","NULL","NULL","NULL","Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
"1461","Umbelopsis","k__Fungi","p__Mucoromycota","c__Umbelopsidomycetes","o__Umbelopsidales","f__Umbelopsidaceae",NA,"d7ea6580b2fd6dcdb491c4690107ac73","2B604A35-E9B9-42DA-8EAA-A7A0562937D7","10350","Genus","Saprotroph","Saprotroph","Probable","NULL","NULL","NULL","Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
"1462","Umbelopsis","k__Fungi","p__Mucoromycota","c__Umbelopsidomycetes","o__Umbelopsidales","f__Umbelopsidaceae",NA,"e73586e867e792d9bb0b07f9248bae8c","2B604A35-E9B9-42DA-8EAA-A7A0562937D7","10350","Genus","Saprotroph","Saprotroph","Probable","NULL","NULL","NULL","Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
"1463","Umbelopsis","k__Fungi","p__Mucoromycota","c__Umbelopsidomycetes","o__Umbelopsidales","f__Umbelopsidaceae",NA,"2c99ef7cb1a21af04fbe4d3a7d787701","2B604A35-E9B9-42DA-8EAA-A7A0562937D7","10350","Genus","Saprotroph","Saprotroph","Probable","NULL","NULL","NULL","Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
"1464","Umbelopsis","k__Fungi","p__Mucoromycota","c__Umbelopsidomycetes","o__Umbelopsidales","f__Umbelopsidaceae",NA,"452609829bcd2b651138b6f9e7a8269c","2B604A35-E9B9-42DA-8EAA-A7A0562937D7","10350","Genus","Saprotroph","Saprotroph","Probable","NULL","NULL","NULL","Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
"1465","Umbelopsis","k__Fungi","p__Mucoromycota","c__Umbelopsidomycetes","o__Umbelopsidales","f__Umbelopsidaceae","s__unidentified","f30380321c11e98b824741d73eb98907","2B604A35-E9B9-42DA-8EAA-A7A0562937D7","10350","Genus","Saprotroph","Saprotroph","Probable","NULL","NULL","NULL","Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
"1466","Umbelopsis","k__Fungi","p__Mucoromycota","c__Umbelopsidomycetes","o__Umbelopsidales","f__Umbelopsidaceae","s__unidentified","2cc9f80b1d0954b02307e1119277a756","2B604A35-E9B9-42DA-8EAA-A7A0562937D7","10350","Genus","Saprotroph","Saprotroph","Probable","NULL","NULL","NULL","Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
"1467","Umbelopsis","k__Fungi","p__Mucoromycota","c__Umbelopsidomycetes","o__Umbelopsidales","f__Umbelopsidaceae","s__unidentified","9d98ba9385925c7f59660097c0d1d48f","2B604A35-E9B9-42DA-8EAA-A7A0562937D7","10350","Genus","Saprotroph","Saprotroph","Probable","NULL","NULL","NULL","Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
"1468","Umbelopsis","k__Fungi","p__Mucoromycota","c__Umbelopsidomycetes","o__Umbelopsidales","f__Umbelopsidaceae","s__unidentified","69cb272a07a4afd6b339620ac8a6fe2b","2B604A35-E9B9-42DA-8EAA-A7A0562937D7","10350","Genus","Saprotroph","Saprotroph","Probable","NULL","NULL","NULL","Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
"1469","Umbelopsis","k__Fungi","p__Mucoromycota","c__Umbelopsidomycetes","o__Umbelopsidales","f__Umbelopsidaceae",NA,"30247daa5108954820d86ef9fd8d6445","2B604A35-E9B9-42DA-8EAA-A7A0562937D7","10350","Genus","Saprotroph","Saprotroph","Probable","NULL","NULL","NULL","Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
"1470","Umbelopsis","k__Fungi","p__Mucoromycota","c__Umbelopsidomycetes","o__Umbelopsidales","f__Umbelopsidaceae",NA,"3bbedcd844ba904a830d8ade8b749c98","2B604A35-E9B9-42DA-8EAA-A7A0562937D7","10350","Genus","Saprotroph","Saprotroph","Probable","NULL","NULL","NULL","Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
"1471","Umbelopsis","k__Fungi","p__Mucoromycota","c__Umbelopsidomycetes","o__Umbelopsidales","f__Umbelopsidaceae","s__unidentified","b6fbc226b4e5d7db27d268da056e7c69","2B604A35-E9B9-42DA-8EAA-A7A0562937D7","10350","Genus","Saprotroph","Saprotroph","Probable","NULL","NULL","NULL","Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
"1472","Umbelopsis","k__Fungi","p__Mucoromycota","c__Umbelopsidomycetes","o__Umbelopsidales","f__Umbelopsidaceae",NA,"adb482ed73a55324a8e091388462086d","2B604A35-E9B9-42DA-8EAA-A7A0562937D7","10350","Genus","Saprotroph","Saprotroph","Probable","NULL","NULL","NULL","Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
"1473","Umbelopsis","k__Fungi","p__Mucoromycota","c__Umbelopsidomycetes","o__Umbelopsidales","f__Umbelopsidaceae",NA,"07adaff7cd91c1af5a12273a1672c1e8","2B604A35-E9B9-42DA-8EAA-A7A0562937D7","10350","Genus","Saprotroph","Saprotroph","Probable","NULL","NULL","NULL","Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
"1474","Umbelopsis","k__Fungi","p__Mucoromycota","c__Umbelopsidomycetes","o__Umbelopsidales","f__Umbelopsidaceae",NA,"fb5944c9da1b74a540874e3acb9e09ea","2B604A35-E9B9-42DA-8EAA-A7A0562937D7","10350","Genus","Saprotroph","Saprotroph","Probable","NULL","NULL","NULL","Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
"1475","Umbelopsis","k__Fungi","p__Mucoromycota","c__Umbelopsidomycetes","o__Umbelopsidales","f__Umbelopsidaceae","s__unidentified","191a8a8d02d1a852fe764fa5fab9aa49","2B604A35-E9B9-42DA-8EAA-A7A0562937D7","10350","Genus","Saprotroph","Saprotroph","Probable","NULL","NULL","NULL","Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
"1476","Umbelopsis","k__Fungi","p__Mucoromycota","c__Umbelopsidomycetes","o__Umbelopsidales","f__Umbelopsidaceae",NA,"828808d1935bd425f487fa1d2aaba39d","2B604A35-E9B9-42DA-8EAA-A7A0562937D7","10350","Genus","Saprotroph","Saprotroph","Probable","NULL","NULL","NULL","Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
"1477","Umbelopsis","k__Fungi","p__Mucoromycota","c__Umbelopsidomycetes","o__Umbelopsidales","f__Umbelopsidaceae",NA,"f7afffb4ba7c651c16d71b986c9770c9","2B604A35-E9B9-42DA-8EAA-A7A0562937D7","10350","Genus","Saprotroph","Saprotroph","Probable","NULL","NULL","NULL","Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
"1478","Umbelopsis","k__Fungi","p__Mucoromycota","c__Umbelopsidomycetes","o__Umbelopsidales","f__Umbelopsidaceae",NA,"6527ab5c852caca5d0aaf057ab8a9697","2B604A35-E9B9-42DA-8EAA-A7A0562937D7","10350","Genus","Saprotroph","Saprotroph","Probable","NULL","NULL","NULL","Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
"1479","Umbelopsis","k__Fungi","p__Mucoromycota","c__Umbelopsidomycetes","o__Umbelopsidales","f__Umbelopsidaceae",NA,"c02b15df104082fb9788aed49b5d6317","2B604A35-E9B9-42DA-8EAA-A7A0562937D7","10350","Genus","Saprotroph","Saprotroph","Probable","NULL","NULL","NULL","Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
"1480","Umbelopsis","k__Fungi","p__Mucoromycota","c__Umbelopsidomycetes","o__Umbelopsidales","f__Umbelopsidaceae",NA,"a416563f7aaa295e01705b561f444abe","2B604A35-E9B9-42DA-8EAA-A7A0562937D7","10350","Genus","Saprotroph","Saprotroph","Probable","NULL","NULL","NULL","Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
"1481","Umbelopsis","k__Fungi","p__Mucoromycota","c__Umbelopsidomycetes","o__Umbelopsidales","f__Umbelopsidaceae",NA,"8916b6e6f42fcdd56e3b7b75eb75e6d0","2B604A35-E9B9-42DA-8EAA-A7A0562937D7","10350","Genus","Saprotroph","Saprotroph","Probable","NULL","NULL","NULL","Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
"1482","Umbelopsis","k__Fungi","p__Mucoromycota","c__Umbelopsidomycetes","o__Umbelopsidales","f__Umbelopsidaceae",NA,"e667db71040221d940c9c4dec6535498","2B604A35-E9B9-42DA-8EAA-A7A0562937D7","10350","Genus","Saprotroph","Saprotroph","Probable","NULL","NULL","NULL","Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
"1483","Umbelopsis","k__Fungi","p__Mucoromycota","c__Umbelopsidomycetes","o__Umbelopsidales","f__Umbelopsidaceae",NA,"7fec9cb6217db9bfe307c178a2de5438","2B604A35-E9B9-42DA-8EAA-A7A0562937D7","10350","Genus","Saprotroph","Saprotroph","Probable","NULL","NULL","NULL","Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
"1484","Umbelopsis","k__Fungi","p__Mucoromycota","c__Umbelopsidomycetes","o__Umbelopsidales","f__Umbelopsidaceae",NA,"d231924cc69e09cabd637f1637a7c4bc","2B604A35-E9B9-42DA-8EAA-A7A0562937D7","10350","Genus","Saprotroph","Saprotroph","Probable","NULL","NULL","NULL","Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
"1485","Umbelopsis","k__Fungi","p__Mucoromycota","c__Umbelopsidomycetes","o__Umbelopsidales","f__Umbelopsidaceae",NA,"45426e859b596a2b310121ddbbb4bb1c","2B604A35-E9B9-42DA-8EAA-A7A0562937D7","10350","Genus","Saprotroph","Saprotroph","Probable","NULL","NULL","NULL","Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
"1486","Umbelopsis","k__Fungi","p__Mucoromycota","c__Umbelopsidomycetes","o__Umbelopsidales","f__Umbelopsidaceae",NA,"596d73aa945eae266b89fe69ecabae0e","2B604A35-E9B9-42DA-8EAA-A7A0562937D7","10350","Genus","Saprotroph","Saprotroph","Probable","NULL","NULL","NULL","Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
"1487","Umbelopsis","k__Fungi","p__Mucoromycota","c__Umbelopsidomycetes","o__Umbelopsidales","f__Umbelopsidaceae",NA,"000f403ed7b470850a876cfbd3cef212","2B604A35-E9B9-42DA-8EAA-A7A0562937D7","10350","Genus","Saprotroph","Saprotroph","Probable","NULL","NULL","NULL","Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
"1488","Umbelopsis","k__Fungi","p__Mucoromycota","c__Umbelopsidomycetes","o__Umbelopsidales","f__Umbelopsidaceae",NA,"896d6558c8bbebf195c9118196a455a3","2B604A35-E9B9-42DA-8EAA-A7A0562937D7","10350","Genus","Saprotroph","Saprotroph","Probable","NULL","NULL","NULL","Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
"1489","Umbelopsis","k__Fungi","p__Mucoromycota","c__Umbelopsidomycetes","o__Umbelopsidales","f__Umbelopsidaceae",NA,"ed1a737b8be85d9f39a74519d67ad4a3","2B604A35-E9B9-42DA-8EAA-A7A0562937D7","10350","Genus","Saprotroph","Saprotroph","Probable","NULL","NULL","NULL","Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
"1490","Umbelopsis","k__Fungi","p__Mucoromycota","c__Umbelopsidomycetes","o__Umbelopsidales","f__Umbelopsidaceae",NA,"5bad28e16e5ca2c751f6ec757ded1020","2B604A35-E9B9-42DA-8EAA-A7A0562937D7","10350","Genus","Saprotroph","Saprotroph","Probable","NULL","NULL","NULL","Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
"1491","Umbelopsis","k__Fungi","p__Mucoromycota","c__Umbelopsidomycetes","o__Umbelopsidales","f__Umbelopsidaceae",NA,"7026c2c9e717b089141771891a7fae21","2B604A35-E9B9-42DA-8EAA-A7A0562937D7","10350","Genus","Saprotroph","Saprotroph","Probable","NULL","NULL","NULL","Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
"1492","Umbelopsis","k__Fungi","p__Mucoromycota","c__Umbelopsidomycetes","o__Umbelopsidales","f__Umbelopsidaceae","s__unidentified","a41cebc23afc492a539f39ca0dbf10f6","2B604A35-E9B9-42DA-8EAA-A7A0562937D7","10350","Genus","Saprotroph","Saprotroph","Probable","NULL","NULL","NULL","Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
"1493","Umbelopsis","k__Fungi","p__Mucoromycota","c__Umbelopsidomycetes","o__Umbelopsidales","f__Umbelopsidaceae","s__unidentified","5c4c360484ffbe994ef3f76a2df1babd","2B604A35-E9B9-42DA-8EAA-A7A0562937D7","10350","Genus","Saprotroph","Saprotroph","Probable","NULL","NULL","NULL","Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
"1494","Umbelopsis","k__Fungi","p__Mucoromycota","c__Umbelopsidomycetes","o__Umbelopsidales","f__Umbelopsidaceae","s__unidentified","bad7b46d0979e0c296ff30e026f88263","2B604A35-E9B9-42DA-8EAA-A7A0562937D7","10350","Genus","Saprotroph","Saprotroph","Probable","NULL","NULL","NULL","Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
"1495","Umbelopsis","k__Fungi","p__Mucoromycota","c__Umbelopsidomycetes","o__Umbelopsidales","f__Umbelopsidaceae",NA,"d4bfd37adeb157e10573e946ba2176b5","2B604A35-E9B9-42DA-8EAA-A7A0562937D7","10350","Genus","Saprotroph","Saprotroph","Probable","NULL","NULL","NULL","Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
"1496","Umbelopsis","k__Fungi","p__Mucoromycota","c__Umbelopsidomycetes","o__Umbelopsidales","f__Umbelopsidaceae",NA,"5f65f4b58cac4d8dfe499770d537fdae","2B604A35-E9B9-42DA-8EAA-A7A0562937D7","10350","Genus","Saprotroph","Saprotroph","Probable","NULL","NULL","NULL","Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
"1497","Umbelopsis","k__Fungi","p__Mucoromycota","c__Umbelopsidomycetes","o__Umbelopsidales","f__Umbelopsidaceae",NA,"e45383f8939cfc2940a244b08a921ede","2B604A35-E9B9-42DA-8EAA-A7A0562937D7","10350","Genus","Saprotroph","Saprotroph","Probable","NULL","NULL","NULL","Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
"1498","Umbelopsis","k__Fungi","p__Mucoromycota","c__Umbelopsidomycetes","o__Umbelopsidales","f__Umbelopsidaceae",NA,"94acacf7956ce6ff12ef4dfe5991063a","2B604A35-E9B9-42DA-8EAA-A7A0562937D7","10350","Genus","Saprotroph","Saprotroph","Probable","NULL","NULL","NULL","Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
"1499","Umbelopsis","k__Fungi","p__Mucoromycota","c__Umbelopsidomycetes","o__Umbelopsidales","f__Umbelopsidaceae",NA,"2d85f374fee3408e4ad38a351881d964","2B604A35-E9B9-42DA-8EAA-A7A0562937D7","10350","Genus","Saprotroph","Saprotroph","Probable","NULL","NULL","NULL","Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
"1500","Umbelopsis","k__Fungi","p__Mucoromycota","c__Umbelopsidomycetes","o__Umbelopsidales","f__Umbelopsidaceae",NA,"edf64e7b7b5a9d53be4b46dbb8b9987e","2B604A35-E9B9-42DA-8EAA-A7A0562937D7","10350","Genus","Saprotroph","Saprotroph","Probable","NULL","NULL","NULL","Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
"1501","Umbelopsis","k__Fungi","p__Mucoromycota","c__Umbelopsidomycetes","o__Umbelopsidales","f__Umbelopsidaceae",NA,"0c67118f2c9fc1c3b7c869fa1f497549","2B604A35-E9B9-42DA-8EAA-A7A0562937D7","10350","Genus","Saprotroph","Saprotroph","Probable","NULL","NULL","NULL","Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
"1502","Umbelopsis","k__Fungi","p__Mucoromycota","c__Umbelopsidomycetes","o__Umbelopsidales","f__Umbelopsidaceae",NA,"e9be85a1f96e1c97d0e285f1d80d831e","2B604A35-E9B9-42DA-8EAA-A7A0562937D7","10350","Genus","Saprotroph","Saprotroph","Probable","NULL","NULL","NULL","Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
"1503","Umbelopsis","k__Fungi","p__Mucoromycota","c__Umbelopsidomycetes","o__Umbelopsidales","f__Umbelopsidaceae",NA,"38da5382d75aa0978a46f5c220e4da4b","2B604A35-E9B9-42DA-8EAA-A7A0562937D7","10350","Genus","Saprotroph","Saprotroph","Probable","NULL","NULL","NULL","Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
"1504","unidentified","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__unidentified","f__unidentified","s__unidentified","208d967f9af868f4c81ffc0ff972f6c7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1505","unidentified","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__unidentified","f__unidentified","s__unidentified","6badc863d44a99db61db29c784390cf4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1506","unidentified","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__unidentified","f__unidentified","s__unidentified","064a4a056ceb83dd3af4f46b4f84d5a4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1507","unidentified","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Cantharellales","f__Ceratobasidiaceae","s__unidentified","a9b663050c7640b7f6e8142eb38d989e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1508","unidentified","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__unidentified","s__unidentified","4fccdeecab96faf5e730097b91f39c7e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1509","unidentified","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__unidentified","s__unidentified","5683aaecfb578dab9f5b9bfb5fa1a804",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1510","unidentified","k__Fungi","p__Ascomycota","c__unidentified","o__unidentified","f__unidentified","s__unidentified","0eed74ded2c2a353f1f3f67acc3ef92e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1511","unidentified","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__unidentified","s__unidentified","d7df678e301f8c8e5372099dc6be1038",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1512","unidentified","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__unidentified","s__unidentified","43f984a6d4656940642bf8ac384fcc1e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1513","unidentified","k__Fungi","p__Ascomycota","c__Pezizomycetes","o__unidentified","f__unidentified","s__unidentified","4c5695c40fbd852377d03313b2bb83e4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1514","unidentified","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__unidentified","s__unidentified","31590ee2ee94d7dd4fde4d9ebf9b0a57",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1515","unidentified","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__unidentified","s__unidentified","e48284b68c26f53f64f1825743a1f830",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1516","unidentified","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__unidentified","s__unidentified","2608fafb53929ab59e7e3419a3423ada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1517","unidentified","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__unidentified","s__unidentified","29290ed4e0443bda0e57fadcd7d00d3f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1518","unidentified","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__unidentified","s__unidentified","3572500b14f04111bd77cd44151c3b66",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1519","unidentified","k__Fungi","p__GS19","c__unidentified","o__unidentified","f__unidentified","s__unidentified","b9daea9bfde8d87e5bc3a85284a4acea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1520","unidentified","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Thelephorales","f__Thelephoraceae","s__unidentified","0799c46eab588f93eebb9195623dc5ff",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1521","unidentified","k__Fungi","p__Ascomycota","c__unidentified","o__unidentified","f__unidentified","s__unidentified","b293045c739bae1dd73fa3d36572a18d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1522","unidentified","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__unidentified","f__unidentified","s__unidentified","badec220eafb77efd5c808c4a4340a41",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1523","unidentified","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__unidentified","f__unidentified","s__unidentified","5a2904a8b69a4358d8271d09927a0ec6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1524","unidentified","k__Fungi","p__Olpidiomycota","c__GS18","o__unidentified","f__unidentified","s__unidentified","cad0013c57af6880a5cbb5bf5cacc222",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1525","unidentified","k__Fungi","p__Ascomycota","c__unidentified","o__unidentified","f__unidentified","s__unidentified","d9af324d20a172d0cf4b1b0dbd3efe5c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1526","unidentified","k__Fungi","p__Ascomycota","c__unidentified","o__unidentified","f__unidentified","s__unidentified","11fdad5382da8a2ddb5051e13012618d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1527","unidentified","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","s__unidentified","079194bd407a810123a52ee4c0ece643",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1528","unidentified","k__Fungi","p__Basidiomycota","c__Microbotryomycetes","o__unidentified","f__unidentified","s__unidentified","08c630aed2830ebd50ff4bb70ff54710",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1529","unidentified","k__Fungi","p__unidentified","c__unidentified","o__unidentified","f__unidentified","s__unidentified","306a179e96c1105acda5149b62acb158",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1530","unidentified","k__Fungi","p__Ascomycota","c__Pezizomycetes","o__Pezizales","f__Pyronemataceae","s__unidentified","0a84b246a32e7ea6a412003882c911ec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1531","unidentified","k__Fungi","p__unidentified","c__unidentified","o__unidentified","f__unidentified","s__unidentified","579e2375619ce7d836515ad37327b16f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1532","unidentified","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__unidentified","s__unidentified","2183962c846dc18a1f01d13f118f84cf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1533","unidentified","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__unidentified","s__unidentified","a581445951ffc5eae03cd50f503f231e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1534","unidentified","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__unidentified","s__unidentified","0a2bb71ab12c52de9ae5acdaad3e297b",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1535","unidentified","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Cantharellales","f__Ceratobasidiaceae","s__unidentified","39d991d7e97eccf87ebc43fc78587252",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1536","unidentified","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__unidentified","s__unidentified","92a4974612bcc39554d943c40ce7c240",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1537","unidentified","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","s__unidentified","36966a58bed99841e36f795cf25b2cc1",NA,NA,NA,NA,"Arbuscular Mycorrhizal",NA,NA,NA,NA,NA
"1538","unidentified","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Cantharellales","f__Ceratobasidiaceae","s__unidentified","e552becff6222eef5f0c230db7a386b1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1539","unidentified","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Thelephorales","f__Thelephoraceae","s__unidentified","796775e0e15ea1fb9596becac76c04f5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1540","unidentified","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__unidentified","s__unidentified","630ed463105c340c10b4469624476324",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1541","unidentified","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Cantharellales","f__Ceratobasidiaceae","s__unidentified","896c3ffc3482d8405bf74ea2dca99b56",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1542","unidentified","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__unidentified","s__unidentified","2673acb85cd8b3ecf36d44f812000f31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1543","unidentified","k__Fungi","p__Glomeromycota","c__Glomeromycetes","o__Glomerales","f__Glomeraceae","s__unidentified","c5ffec6423cada1b48348ebdee697ddb",NA,NA,NA,NA,"Arbuscular Mycorrhizal",NA,NA,NA,NA,NA
"1544","unidentified","k__Fungi","p__Ascomycota","c__Pezizomycetes","o__Pezizales","f__Pyronemataceae","s__unidentified","760e36b100660e991a41cb536301768c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
